Method,Moves,Time
"$w=32$, $d=5$",13.0,0.005688190460205078
"$w=32$, $d=5$",18.0,0.008088827133178711
"$w=32$, $d=5$",18.0,0.005917787551879883
"$w=32$, $d=5$",15.0,0.006567955017089844
"$w=32$, $d=5$",18.0,0.005417823791503906
"$w=32$, $d=5$",12.0,0.004678249359130859
"$w=32$, $d=5$",17.0,0.006444215774536133
"$w=32$, $d=5$",17.0,0.006326913833618164
"$w=32$, $d=5$",14.0,0.00533294677734375
"$w=32$, $d=5$",17.0,0.006596088409423828
"$w=32$, $d=5$",17.0,0.006865978240966797
"$w=32$, $d=5$",14.0,0.0045642852783203125
"$w=32$, $d=5$",18.0,0.007617950439453125
"$w=32$, $d=5$",16.0,0.005321025848388672
"$w=32$, $d=5$",18.0,0.006858110427856445
"$w=32$, $d=5$",17.0,0.005815982818603516
"$w=32$, $d=5$",14.0,0.0051538944244384766
"$w=32$, $d=5$",17.0,0.005580902099609375
"$w=32$, $d=5$",16.0,0.00734710693359375
"$w=32$, $d=5$",19.0,0.0076868534088134766
"$w=32$, $d=5$",16.0,0.004936933517456055
"$w=32$, $d=5$",17.0,0.005825996398925781
"$w=32$, $d=5$",19.0,0.006964921951293945
"$w=32$, $d=5$",19.0,0.00781702995300293
"$w=32$, $d=5$",19.0,0.006535053253173828
